ID,Ola,Módulo,Funcionalidad,Estado matriz,Qué falta según matriz,Horas base,Responsable propuesto en plan,Responsable nominal,Inicio objetivo,Fin objetivo,Dependencias,Criterio de aceptación,Backend localizado,Frontend localizado,Pruebas localizadas,Estado de evidencia técnica,Evidencia requerida para cierre,Resultado QA/UAT
F1-CON-04,Ola 1D · Tesorería y cierre,Contabilidad,"Capturar, autorizar y reversar pólizas manuales",No existe,--,10,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-13,2026-11-18,Administración y usuarios,La póliza balancea cargos y abonos y conserva autorización y reversa,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-05,Ola 1D · Tesorería y cierre,Contabilidad,Generar pólizas automáticas desde los módulos,No existe,--,14,Dev 1 y Dev 2,Geovany y Uzziel,2026-12-07,2026-12-08,Todos los módulos,Cada evento configurado genera una sola póliza balanceada y rastreable,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-06,Ola 1D · Tesorería y cierre,Contabilidad,Consultar diario y mayor por cuenta,No existe,--,10,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-18,2026-11-19,Pólizas manuales y automáticas,"El mayor explica saldo inicial, movimientos y saldo final",backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-07,Ola 1D · Tesorería y cierre,Contabilidad,Generar balanza de comprobación,No existe,--,10,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-19,2026-11-20,Diario y mayor,La balanza cuadra cargos y abonos y coincide con el mayor,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-08,Ola 1D · Tesorería y cierre,Contabilidad,Generar estado de resultados y balance general,No existe,--,12,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-30,2026-12-01,Catálogo de cuentas; balanza,Los estados se obtienen por empresa y periodo y cuadran con balanza,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-09,Ola 1D · Tesorería y cierre,Contabilidad,Conciliar auxiliares contra cuentas de control,No existe,--,8,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-03,2026-12-04,Cuentas por pagar; Crédito y cobranza; Tesorería; inventarios,Cada auxiliar coincide con su cuenta o muestra partidas explicables,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-10,Ola 1D · Tesorería y cierre,Contabilidad,"Controlar IVA pendiente, pagado y retenciones",No existe,--,8,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-30,Cuentas por pagar; Facturación; Tesorería,Los saldos fiscales concilian por UUID y pago,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-11,Ola 1D · Tesorería y cierre,Contabilidad,Calcular y registrar diferencia cambiaria,No existe,--,4,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-04,2026-12-07,Cuentas por pagar; Crédito y cobranza; Tesorería,La revaluación genera póliza y detalle por documento,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-12,Ola 1D · Tesorería y cierre,Contabilidad,Ejecutar cierre mensual secuencial,No existe,--,6,Dev 1 y Dev 2,Geovany y Uzziel,2026-12-08,2026-12-08,Todos los módulos financieros,El cierre impide avanzar con conciliaciones obligatorias pendientes,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-CON-13,Ola 1D · Tesorería y cierre,Contabilidad,Importar y exportar información contable controlada,No existe,--,4,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-26,2026-11-26,Sistema contable previo; auditoría,La carga valida balance y catálogos; el rechazo identifica fila y causa,backend/src/CentrosCosto; backend/src/Compartido,frontend/src/features/centros-costo,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-01,Ola 1D · Tesorería y cierre,Activos fijos,"Administrar clases, cuentas y reglas de activos",No existe,--,4,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-20,2026-11-23,Contabilidad,Cada clase tiene cuentas y política de depreciación vigentes,Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-02,Ola 1D · Tesorería y cierre,Activos fijos,Registrar maestro de activos con responsable y ubicación,No existe,--,6,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-23,2026-11-24,Administración y usuarios,"Cada activo tiene identificador único, custodio y ubicación",Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-03,Ola 1D · Tesorería y cierre,Activos fijos,Capitalizar compras y mejoras,No existe,--,5,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-24,2026-11-25,Compras; Cuentas por pagar,Una compra elegible se capitaliza sin duplicar costo,Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-04,Ola 1D · Tesorería y cierre,Activos fijos,Calcular y contabilizar depreciación,No existe,--,7,Dev 1,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-11-25,2026-11-26,Contabilidad,La corrida calcula por periodo y genera póliza conciliable,Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-05,Ola 1D · Tesorería y cierre,Activos fijos,"Transferir activo entre responsable, ubicación o empresa",No existe,--,4,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-01,2026-12-02,Administración y usuarios,La transferencia conserva historia y autorización,Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-06,Ola 1D · Tesorería y cierre,Activos fijos,"Administrar documentos, garantías y mantenimientos",No existe,--,3,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-02,2026-12-02,Adjuntos; proveedores,Los vencimientos y documentos quedan ligados al activo,Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-07,Ola 1D · Tesorería y cierre,Activos fijos,"Vender, dar de baja o disponer un activo",Existe a medias,"Completar valor neto, factura, baja, autorización y póliza",6,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-02,2026-12-03,Facturación y fiscal; Contabilidad,"La disposición retira el activo, calcula resultado y genera documento y póliza",Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,Base de código candidata localizada; falta confirmar brecha e implementar/probar,Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-08,Ola 1D · Tesorería y cierre,Activos fijos,Realizar inventario físico y etiquetado,No existe,--,2,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-03,2026-12-03,Administración y usuarios,"El conteo identifica encontrados, faltantes y reasignados",Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
F1-AF-09,Ola 1D · Tesorería y cierre,Activos fijos,Conciliar auxiliar de activos con contabilidad,No existe,--,3,Dev 2,Por confirmar: mapear Dev 1/Dev 2 a Geovany/Uzziel,2026-12-03,2026-12-04,Contabilidad,Costo y depreciación acumulada coinciden con cuentas de control,Sin módulo dedicado localizado,Sin feature dedicado localizado,backend/tests/Api.IntegrationTests,"Construcción pendiente; rutas son puntos de integración, no evidencia de funcionalidad terminada",Caso reproducible; dato usado; captura o log; pruebas automáticas aplicables; resultado de regresión; aprobación UAT del área,Pendiente
